Location,Year,Date,Daily Rainfall Total (mm),Highest  30-min Rainfall (mm),Highest  60-min Rainfall (mm),Highest 120-min Rainfall (mm),Mean Temperature (degree celsius),Maximum Temperature (degree celsius),Minimum Temperature (degree celsius),Mean Wind Speed (km/h),Max Wind Speed (km/h) 
Changi,2020,27 Aug,1.4,1.4,1.4,1.4,27.8,30.4,25.6,8.4,27.8
Changi,2020,28 Aug,0.0,0.0,0.0,0.0,28.9,32.3,26.2,9.6,33.3
Changi,2020,29 Aug,6.6,2.8,3.4,4.8,27.2,30.8,25.1,8.0,-
Changi,2020,30 Aug,0.0,0.0,0.0,0.0,28.6,32.1,26.4,11.2,35.2
Changi,2020,31 Aug,0.0,0.0,0.0,0.0,29.0,32.2,27.2,11.7,29.6
Changi,2020,1 Jul,0.0,0.0,0.0,0.0,28.8,31.6,27.3,10.0,29.6
Changi,2020,2 Jul,0.0,0.0,0.0,0.0,28.9,31.7,27.3,12.3,33.3
Changi,2020,3 Jul,0.0,0.0,0.0,0.0,29.6,32.4,27.8,13.4,33.3
Changi,2020,4 Jul,2.0,2.0,2.0,2.0,28.8,32.2,24.6,12.8,33.3
Changi,2020,5 Jul,0.0,0.0,0.0,0.0,27.9,32.0,25.8,7.6,31.5
Changi,2020,6 Jul,0.2,0.2,0.2,0.2,29.0,32.1,27.0,14.0,37.0
Changi,2020,7 Jul,0.4,0.2,0.2,0.2,27.9,31.2,26.1,6.1,31.5
Changi,2020,8 Jul,18.8,14.2,18.2,18.8,27.1,30.7,24.5,4.5,31.5
Changi,2020,9 Jul,1.6,0.6,1.0,1.0,26.3,28.2,24.9,8.0,33.3
Changi,2020,10 Jul,0.4,0.4,0.4,0.4,27.2,29.8,25.1,6.9,22.2
Changi,2020,11 Jul,1.6,1.0,1.0,1.4,27.4,29.9,25.5,6.3,29.6
Changi,2020,12 Jul,0.2,0.2,0.2,0.2,28.7,31.2,25.9,8.0,35.2
Changi,2020,13 Jul,10.2,4.0,4.0,5.2,26.2,30.5,24.9,7.3,31.5
Changi,2020,14 Jul,0.0,0.0,0.0,0.0,27.1,28.5,25.8,7.4,29.6
Changi,2020,15 Jul,3.0,2.4,2.6,3.0,27.6,30.8,26.3,6.6,24.1
Changi,2020,16 Jul,3.8,-,-,-,28.2,32.2,25.6,7.7,35.2
Changi,2020,17 Jul,0.0,0.0,0.0,0.0,28.8,32.0,25.9,7.3,25.9
Changi,2020,18 Jul,0.2,0.2,0.2,0.2,27.8,31.0,26.5,7.9,31.5
Changi,2020,19 Jul,0.0,0.0,0.0,0.0,28.5,31.6,25.6,9.0,31.5
Changi,2020,20 Jul,0.0,0.0,0.0,0.0,29.1,32.1,26.5,12.7,33.3
Changi,2020,21 Jul,0.0,0.0,0.0,0.0,28.9,32.5,27.0,10.6,33.3
Changi,2020,22 Jul,30.4,24.0,30.4,30.4,28.0,30.3,24.2,5.8,22.2
Changi,2020,23 Jul,3.8,1.6,2.4,3.6,27.8,30.8,23.7,6.3,35.2
Changi,2020,24 Jul,7.2,6.6,6.6,7.0,27.8,30.6,24.3,8.2,33.3
Changi,2020,25 Jul,11.6,11.2,11.2,11.2,27.2,31.3,24.6,8.5,53.7
Changi,2020,26 Jul,1.6,1.4,1.6,1.6,27.7,31.1,25.6,12.1,53.7
Changi,2020,27 Jul,22.2,11.4,11.4,19.6,27.3,30.1,23.9,9.1,42.6
Changi,2020,28 Jul,2.4,2.2,2.2,2.2,28.1,30.3,25.8,8.8,33.3
Changi,2020,29 Jul,16.8,10.8,13.2,14.0,26.2,29.2,23.9,4.1,31.5
Changi,2020,30 Jul,0.6,0.4,0.4,0.6,28.2,31.6,25.3,7.9,-
Changi,2020,31 Jul,1.8,1.8,1.8,1.8,28.4,30.9,24.8,9.8,31.5
Changi,2020,1 Jun,32.4,20.2,-,-,26.6,29.5,24.7,5.9,31.5
Changi,2020,2 Jun,0.2,0.2,-,-,28.5,33.0,25.3,5.9,33.3
Changi,2020,3 Jun,16.6,10.6,12.2,15.2,28.7,31.7,24.0,8.6,33.3
Changi,2020,4 Jun,6.0,3.2,5.0,5.8,28.3,32.9,24.9,8.1,33.3
Changi,2020,5 Jun,41.0,-,-,-,27.6,31.1,24.1,7.6,33.3
Changi,2020,6 Jun,4.2,-,-,-,27.6,29.1,25.0,6.3,33.3
Changi,2020,7 Jun,0.0,0.0,0.0,0.0,29.5,32.8,27.6,7.2,35.2
Changi,2020,8 Jun,8.6,7.0,7.0,7.0,28.8,32.9,25.0,6.5,33.3
Changi,2020,9 Jun,0.0,0.0,0.0,0.0,29.7,32.6,27.0,12.3,33.3
Changi,2020,10 Jun,13.4,11.0,12.6,13.4,29.4,32.4,24.2,14.4,50.0
Changi,2020,11 Jun,0.0,0.0,0.0,0.0,28.8,33.0,25.7,8.0,27.8
Changi,2020,12 Jun,0.0,0.0,0.0,0.0,29.1,31.6,27.2,-,25.9
Changi,2020,13 Jun,8.6,2.4,4.2,6.2,26.2,27.7,25.0,6.4,25.9
Changi,2020,14 Jun,1.4,1.4,1.4,1.4,28.1,32.1,25.3,6.6,42.6
Changi,2020,15 Jun,0.0,0.0,0.0,0.0,29.7,32.3,27.5,10.8,35.2
Changi,2020,16 Jun,0.8,0.4,0.6,0.6,28.4,31.2,26.7,6.6,25.9
Changi,2020,17 Jun,5.4,3.0,4.0,4.2,27.1,29.6,25.5,5.0,27.8
Changi,2020,18 Jun,8.2,5.8,7.0,7.2,27.5,30.6,25.2,5.0,22.2
Changi,2020,19 Jun,2.4,1.0,1.6,2.4,27.7,31.6,25.2,5.9,31.5
Changi,2020,20 Jun,29.8,11.0,16.6,21.6,26.5,29.0,23.7,5.9,37.0
Changi,2020,21 Jun,2.0,0.8,0.8,1.6,26.6,27.8,24.9,4.4,24.1
Changi,2020,22 Jun,10.2,3.8,6.2,8.2,26.9,29.8,23.9,5.9,37.0
Changi,2020,23 Jun,30.2,9.2,11.4,14.4,26.4,27.5,23.7,7.5,29.6
Changi,2020,24 Jun,3.2,1.6,1.8,2.4,26.7,27.8,25.2,9.2,31.5
Changi,2020,25 Jun,0.0,0.0,0.0,0.0,28.1,31.4,25.7,9.3,27.8
Changi,2020,26 Jun,0.0,0.0,0.0,0.0,28.6,32.0,26.4,8.1,38.9
Changi,2020,27 Jun,0.0,0.0,0.0,0.0,29.3,31.8,28.1,13.4,35.2
Changi,2020,28 Jun,0.8,0.8,0.8,0.8,29.2,31.6,26.8,12.5,42.6
Changi,2020,29 Jun,8.4,7.4,7.6,7.6,28.9,31.3,26.4,11.9,33.3
Changi,2020,30 Jun,0.0,0.0,0.0,0.0,29.0,32.1,26.3,12.0,35.2
Changi,2020,1 May,22.4,13.4,22.6,28.8,26.5,31.3,24.4,6.3,29.6
Changi,2020,2 May,0.0,0.0,0.0,0.0,28.2,32.9,25.6,5.3,27.8
Changi,2020,3 May,1.0,0.2,0.4,0.6,28.5,32.0,26.2,5.5,18.5
Changi,2020,4 May,5.2,4.8,5.0,5.0,27.8,30.4,26.3,5.0,22.2
Changi,2020,5 May,31.0,30.2,31.0,31.0,28.1,34.5,24.6,5.9,35.2
Changi,2020,6 May,15.2,9.0,13.6,15.2,28.1,30.8,23.6,5.9,42.6
Changi,2020,7 May,0.0,0.0,0.0,0.0,29.6,33.4,27.0,5.9,25.9
Changi,2020,8 May,53.8,29.6,47.0,53.8,29.1,33.9,23.7,7.9,31.5
Changi,2020,9 May,0.0,0.0,0.0,0.0,30.4,33.6,28.3,9.3,24.1
Changi,2020,10 May,0.0,0.0,0.0,0.0,29.9,31.9,28.6,14.7,38.9
Changi,2020,11 May,23.0,15.6,22.4,22.8,29.3,31.9,24.6,11.7,35.2
Changi,2020,12 May,0.0,0.0,0.0,0.0,29.7,32.4,28.2,12.0,31.5
Changi,2020,13 May,19.2,12.0,19.0,19.2,27.9,29.8,24.7,5.9,35.2
Changi,2020,14 May,0.0,0.0,0.0,0.0,28.9,32.8,25.7,7.6,46.3
Changi,2020,15 May,0.0,0.0,0.0,0.0,29.7,32.6,27.1,9.6,29.6
Changi,2020,16 May,0.0,0.0,0.0,0.0,29.9,32.6,27.9,11.5,35.2
Changi,2020,17 May,29.8,20.8,21.4,21.4,28.5,31.0,25.0,5.6,38.9
Changi,2020,18 May,0.2,0.4,2.2,3.8,29.0,31.9,25.9,6.6,29.6
Changi,2020,19 May,4.0,4.0,4.0,4.0,29.8,32.8,27.9,7.3,24.1
Changi,2020,20 May,16.2,14.8,16.2,16.2,28.8,31.3,24.9,7.4,29.6
Changi,2020,21 May,0.0,0.0,0.0,0.0,29.3,34.0,26.7,5.1,25.9
Changi,2020,22 May,4.6,2.6,3.0,3.6,28.1,31.3,25.6,5.8,33.3
Changi,2020,23 May,6.8,6.0,6.2,6.4,27.8,30.3,25.4,4.6,22.2
Changi,2020,24 May,0.0,0.0,0.0,0.0,29.2,32.1,26.6,6.4,24.1
Changi,2020,25 May,0.0,0.0,0.0,0.0,30.1,33.3,27.3,8.7,37.0
Changi,2020,26 May,2.0,0.8,1.6,2.0,29.9,33.5,23.8,5.6,35.2
Changi,2020,27 May,21.2,12.2,14.0,19.0,27.7,30.2,24.0,6.6,25.9
Changi,2020,28 May,0.0,0.0,0.0,0.0,29.4,32.5,27.2,10.0,35.2
Changi,2020,29 May,0.0,0.0,0.0,0.0,29.4,32.6,28.0,7.6,24.1
Changi,2020,30 May,0.0,0.0,0.0,0.0,28.9,32.9,27.0,6.4,29.6
Changi,2020,31 May,0.0,0.0,0.0,0.0,28.8,32.3,26.7,5.8,33.3
Changi,2020,1 Apr,0.0,0.0,0.0,0.0,29.3,32.7,26.4,9.9,-
Changi,2020,2 Apr,29.6,24.0,29.2,29.6,28.8,34.6,25.1,9.1,38.9
Changi,2020,3 Apr,27.4,21.2,26.6,27.0,28.5,32.8,24.0,9.5,37.0
Changi,2020,4 Apr,0.0,0.0,0.0,0.0,29.5,34.0,26.7,10.3,31.5
Changi,2020,5 Apr,0.0,0.0,0.0,0.0,29.2,33.1,26.7,8.3,42.6
Changi,2020,6 Apr,0.0,0.0,0.0,0.0,28.6,31.0,26.6,7.3,24.1
Changi,2020,7 Apr,10.8,2.6,4.4,7.4,27.9,32.6,23.8,7.3,25.9
Changi,2020,8 Apr,16.8,14.2,16.8,16.8,28.1,33.1,23.8,7.9,37.0
Changi,2020,9 Apr,0.0,0.0,0.0,0.0,28.8,33.2,25.7,10.0,29.6
Changi,2020,10 Apr,0.0,0.0,0.0,0.0,28.8,32.7,25.5,9.4,29.6
Changi,2020,11 Apr,0.0,0.0,0.0,0.0,28.8,32.0,26.8,8.2,29.6
Changi,2020,12 Apr,0.0,0.0,0.0,0.0,28.7,32.9,26.6,7.9,31.5
Changi,2020,13 Apr,0.0,0.0,0.0,0.0,29.5,33.7,27.1,8.4,-
Changi,2020,14 Apr,0.0,0.0,0.0,0.0,29.6,33.2,27.4,11.8,37.0
Changi,2020,15 Apr,0.0,0.0,0.0,0.0,29.6,33.7,26.7,9.9,31.5
Changi,2020,16 Apr,0.0,0.0,0.0,0.0,29.5,33.7,26.8,10.8,29.6
Changi,2020,17 Apr,0.0,0.0,0.0,0.0,29.4,33.0,26.6,8.9,29.6
Changi,2020,18 Apr,0.0,0.0,0.0,0.0,29.5,33.6,26.4,9.0,29.6
Changi,2020,19 Apr,0.0,0.0,0.0,0.0,30.0,33.9,26.9,11.3,35.2
Changi,2020,20 Apr,0.0,0.0,0.0,0.0,30.2,34.3,27.4,12.0,31.5
Changi,2020,21 Apr,0.8,0.4,0.4,0.4,29.5,33.5,27.4,7.6,25.9
Changi,2020,22 Apr,0.0,0.4,0.4,0.4,30.0,34.3,27.5,10.2,31.5
Changi,2020,23 Apr,0.0,0.0,0.0,0.0,28.9,32.9,26.9,6.3,33.3
Changi,2020,24 Apr,3.4,1.6,2.4,3.4,28.0,34.1,25.2,7.3,33.3
Changi,2020,25 Apr,2.4,1.6,2.2,2.4,27.8,33.0,25.1,6.1,31.5
Changi,2020,26 Apr,4.4,3.4,4.0,4.0,27.6,31.8,26.3,4.5,18.5
Changi,2020,27 Apr,1.6,1.0,1.4,1.6,27.5,30.9,25.6,5.7,33.3
Changi,2020,28 Apr,27.6,23.6,27.6,27.6,28.2,33.1,24.5,5.1,35.2
Changi,2020,29 Apr,11.4,9.0,9.0,11.4,28.4,31.9,24.7,7.3,29.6
Changi,2020,30 Apr,51.8,13.4,24.2,29.6,27.3,31.9,24.9,5.6,29.6
Changi,2020,1 Mar,0.0,0.0,0.0,0.0,28.1,32.7,25.2,12.6,37.4
Changi,2020,2 Mar,0.0,0.0,0.0,0.0,28.3,32.7,24.8,11.5,34.9
Changi,2020,3 Mar,0.0,0.0,0.0,0.0,28.5,32.8,25.8,13.0,34.9
Changi,2020,4 Mar,0.0,0.0,0.0,0.0,28.9,33.4,26.2,12.6,33.8
Changi,2020,5 Mar,0.0,0.0,0.0,0.0,28.2,30.9,26.8,10.8,34.9
Changi,2020,6 Mar,0.0,0.0,0.0,0.0,28.2,31.3,26.1,7.9,24.5
Changi,2020,7 Mar,27.6,25.6,27.0,27.6,28.0,33.9,24.3,8.3,36.7
Changi,2020,8 Mar,12.4,8.8,11.8,12.4,27.8,33.1,25.4,6.5,27.4
Changi,2020,9 Mar,0.0,0.0,0.0,0.0,28.4,32.9,25.2,8.3,26.6
Changi,2020,10 Mar,0.0,0.0,0.0,0.0,28.9,33.1,26.3,10.4,31.3
Changi,2020,11 Mar,0.0,0.0,0.0,0.0,29.1,33.8,26.7,10.1,28.1
Changi,2020,12 Mar,0.0,0.0,0.0,0.0,28.9,32.8,25.8,12.2,39.6
Changi,2020,13 Mar,0.0,0.0,0.0,0.0,29.3,34.0,26.1,10.1,27.4
Changi,2020,14 Mar,0.0,0.0,0.0,0.0,29.1,33.0,26.8,12.6,29.5
Changi,2020,15 Mar,0.0,0.0,0.0,0.0,29.3,33.5,27.1,13.3,32.4
Changi,2020,16 Mar,0.4,0.4,0.4,0.4,29.0,33.0,26.9,15.5,38.5
Changi,2020,17 Mar,0.0,0.0,0.0,0.0,28.8,32.9,26.2,13.0,37.8
Changi,2020,18 Mar,0.0,0.0,0.0,0.0,29.0,33.7,26.1,13.0,36.4
Changi,2020,19 Mar,0.0,0.0,0.0,0.0,28.6,32.9,25.8,10.1,28.8
Changi,2020,20 Mar,0.2,0.2,0.2,0.2,28.3,32.2,26.0,10.4,30.6
Changi,2020,21 Mar,47.4,22.4,34.8,46.0,27.6,31.2,24.4,9.7,44.6
Changi,2020,22 Mar,0.8,0.8,0.8,0.8,28.0,32.5,26.3,7.6,29.9
Changi,2020,23 Mar,19.8,16.6,18.0,19.8,26.6,30.2,24.1,6.1,33.1
Changi,2020,24 Mar,0.2,0.2,0.2,0.2,28.1,32.3,24.9,10.8,37.1
Changi,2020,25 Mar,0.0,0.0,0.0,0.0,28.6,33.1,25.7,9.7,28.4
Changi,2020,26 Mar,0.0,0.0,0.0,0.0,29.3,33.4,26.4,10.8,29.9
Changi,2020,27 Mar,0.0,0.0,0.0,0.0,29.3,33.6,26.4,10.1,32.8
Changi,2020,28 Mar,0.0,0.0,0.0,0.0,29.2,33.5,26.2,10.1,28.1
Changi,2020,29 Mar,0.0,0.0,0.0,0.0,29.1,32.9,26.7,12.2,32.0
Changi,2020,30 Mar,0.0,0.0,0.0,0.0,29.1,33.8,26.1,10.1,26.3
Changi,2020,31 Mar,0.0,0.0,0.0,0.0,29.5,33.9,27.0,11.2,32.8
Changi,2020,1 Feb,0.0,0.0,0.0,0.0,28.3,32.0,26.2,17.6,38.5
Changi,2020,2 Feb,0.0,0.0,0.0,0.0,27.9,31.8,26.6,16.9,40.3
Changi,2020,3 Feb,0.0,0.0,0.0,0.0,28.0,31.5,25.6,13.0,34.6
Changi,2020,4 Feb,0.0,0.0,0.0,0.0,27.5,31.5,24.6,11.2,31.0
Changi,2020,5 Feb,0.0,0.0,0.0,0.0,27.8,32.3,24.5,12.2,33.8
Changi,2020,6 Feb,0.0,0.0,0.0,0.0,28.1,32.2,25.6,14.4,35.3
Changi,2020,7 Feb,0.0,0.0,0.0,0.0,28.0,31.3,25.9,14.4,41.0
Changi,2020,8 Feb,0.0,0.0,0.0,0.0,27.7,31.4,24.7,9.7,30.2
Changi,2020,9 Feb,14.6,4.8,5.2,8.6,26.2,29.8,23.7,7.2,34.6
Changi,2020,10 Feb,0.0,0.0,0.0,0.0,27.0,30.9,24.2,9.4,29.5
Changi,2020,11 Feb,23.8,20.4,20.8,20.8,26.9,30.4,24.6,7.6,33.1
Changi,2020,12 Feb,0.0,0.0,0.0,0.0,27.9,31.9,25.4,10.4,28.8
Changi,2020,13 Feb,0.0,0.0,0.0,0.0,28.4,32.2,26.1,13.7,35.3
Changi,2020,14 Feb,0.0,0.0,0.0,0.0,28.4,31.9,26.1,13.3,31.7
Changi,2020,15 Feb,0.0,0.0,0.0,0.0,28.3,32.7,25.1,8.6,23.4
Changi,2020,16 Feb,0.0,0.0,0.0,0.0,28.2,32.8,25.9,8.6,29.9
Changi,2020,17 Feb,0.0,0.0,0.0,0.0,28.6,33.1,25.9,13.0,36.4
Changi,2020,18 Feb,1.6,1.4,1.4,1.4,26.8,30.7,24.3,10.4,39.2
Changi,2020,19 Feb,0.6,0.6,0.6,0.6,28.1,31.9,26.0,15.5,38.5
Changi,2020,20 Feb,3.6,3.2,3.2,3.4,27.8,32.0,24.9,14.0,41.0
Changi,2020,21 Feb,15.8,5.0,6.0,7.6,27.2,30.5,24.1,13.3,42.8
Changi,2020,22 Feb,0.4,0.2,0.4,0.4,28.2,31.7,25.8,16.6,46.4
Changi,2020,23 Feb,0.0,0.0,0.0,0.0,28.1,31.7,24.7,17.3,43.9
Changi,2020,24 Feb,4.6,3.2,3.2,4.0,27.0,30.6,25.1,14.0,45.7
Changi,2020,25 Feb,0.0,0.0,0.0,0.0,28.2,31.9,25.7,14.0,36.7
Changi,2020,26 Feb,0.0,0.0,0.0,0.0,28.4,32.2,25.7,14.4,37.8
Changi,2020,27 Feb,0.0,0.0,0.0,0.0,28.3,32.5,25.7,13.0,33.5
Changi,2020,28 Feb,0.0,0.0,0.0,0.0,28.4,32.3,26.3,15.1,35.3
Changi,2020,29 Feb,0.0,0.0,0.0,0.0,28.2,31.8,25.7,14.4,39.2
Changi,2020,1 Jan,0.0,0.0,0.0,0.0,27.9,31.7,25.6,12.2,39.2
Changi,2020,2 Jan,0.0,0.0,0.0,0.0,27.6,30.7,25.4,11.9,39.6
Changi,2020,3 Jan,0.0,0.0,0.0,0.0,28.0,31.9,26.0,12.6,43.2
Changi,2020,4 Jan,0.0,0.0,0.0,0.0,27.6,31.4,25.8,12.2,39.2
Changi,2020,5 Jan,0.0,0.0,0.0,0.0,27.8,32.0,25.1,12.6,40.7
Changi,2020,6 Jan,11.0,4.2,4.2,6.0,26.4,32.3,23.8,9.4,40.7
Changi,2020,7 Jan,4.8,1.2,1.6,2.8,26.1,29.9,23.8,9.4,40.7
Changi,2020,8 Jan,0.0,0.0,0.0,0.0,27.6,31.5,25.1,11.9,40.0
Changi,2020,9 Jan,0.0,0.0,0.0,0.0,27.8,31.3,26.1,11.5,38.5
Changi,2020,10 Jan,2.4,2.0,2.4,2.4,27.1,30.5,24.1,8.3,37.1
Changi,2020,11 Jan,0.0,0.0,0.0,0.0,27.4,30.9,25.1,8.6,26.3
Changi,2020,12 Jan,0.0,0.0,0.0,0.0,27.7,32.3,25.3,9.7,30.2
Changi,2020,13 Jan,0.0,0.0,0.0,0.0,27.6,31.9,24.6,11.5,36.7
Changi,2020,14 Jan,0.0,0.0,0.0,0.0,27.5,31.4,25.1,11.9,36.0
Changi,2020,15 Jan,0.0,0.0,0.0,0.0,27.9,31.9,26.1,12.2,36.4
Changi,2020,16 Jan,0.0,0.0,0.0,0.0,28.0,31.8,25.9,11.9,29.9
Changi,2020,17 Jan,0.0,0.0,0.0,0.0,28.1,32.8,25.3,11.5,33.5
Changi,2020,18 Jan,0.0,0.0,0.0,0.0,28.2,32.6,25.4,12.2,33.8
Changi,2020,19 Jan,0.0,0.0,0.0,0.0,28.5,32.3,26.3,14.0,34.6
Changi,2020,20 Jan,0.0,0.0,0.0,0.0,28.4,32.8,24.8,15.5,37.1
Changi,2020,21 Jan,14.2,4.0,5.6,8.0,26.6,28.0,24.3,12.6,35.6
Changi,2020,22 Jan,0.0,0.0,0.0,0.0,28.2,32.0,26.3,14.8,36.0
Changi,2020,23 Jan,0.0,0.0,0.0,0.0,28.2,32.0,25.8,13.3,38.5
Changi,2020,24 Jan,0.0,0.0,0.0,0.0,28.0,31.8,25.6,14.4,37.1
Changi,2020,25 Jan,0.0,0.0,0.0,0.0,28.1,32.3,25.1,12.6,31.3
Changi,2020,26 Jan,0.0,0.0,0.0,0.0,28.3,32.8,25.1,11.9,28.8
Changi,2020,27 Jan,38.0,16.6,22.2,37.2,27.8,32.2,25.4,10.4,34.6
Changi,2020,28 Jan,0.0,0.0,0.0,0.0,28.6,32.6,26.0,11.2,31.0
Changi,2020,29 Jan,18.0,9.6,10.8,14.0,27.0,31.5,23.8,8.3,32.4
Changi,2020,30 Jan,0.0,0.0,0.0,0.0,27.2,30.6,24.0,10.4,31.3
Changi,2020,31 Jan,0.0,0.0,0.0,0.0,28.5,32.1,26.5,15.8,37.1
Seletar,2023,1 Feb,0.0,0.0,0.0,0.0,26.5,31.2,23.4,10.0,29.6
Seletar,2023,2 Feb,0.8,0.8,0.8,0.8,26.9,31.5,24.8,9.5,35.2
Seletar,2023,3 Feb,5.2,2.2,2.8,3.4,26.6,31.6,23.3,7.9,40.7
Seletar,2023,4 Feb,10.8,1.8,3.0,5.0,24.9,27.4,23.8,8.0,27.8
Seletar,2023,5 Feb,7.0,4.0,4.4,4.6,26.3,31.2,24.2,8.3,37.0
Seletar,2023,6 Feb,0.0,0.0,0.0,0.0,26.3,30.7,24.3,7.3,29.6
Seletar,2023,7 Feb,0.0,0.0,0.0,0.0,27.0,31.3,24.0,9.1,24.1
Seletar,2023,8 Feb,0.0,0.0,0.0,0.0,27.3,31.4,24.7,14.6,37.0
Seletar,2023,9 Feb,0.0,0.0,0.0,0.0,27.5,31.4,25.5,13.5,25.9
Seletar,2023,10 Feb,13.2,11.4,12.4,13.2,27.4,32.9,25.2,11.1,31.5
Seletar,2023,11 Feb,0.0,0.0,0.0,0.0,27.4,31.3,25.3,10.8,29.6
Seletar,2023,12 Feb,42.8,14.4,20.0,23.0,25.6,30.8,22.5,6.0,40.7
Seletar,2023,13 Feb,0.0,0.0,0.0,0.0,26.8,32.8,23.8,6.9,25.9
Seletar,2023,14 Feb,63.8,32.4,46.8,60.6,26.7,32.7,24.3,7.8,42.6
Seletar,2023,15 Feb,8.0,4.6,6.6,8.0,26.0,29.4,22.0,13.3,50.0
Seletar,2023,16 Feb,0.0,0.0,0.0,0.0,26.8,30.8,23.4,12.9,33.3
Seletar,2023,17 Feb,0.0,0.0,0.0,0.0,27.0,30.9,23.7,13.8,35.2
Seletar,2023,18 Feb,0.0,0.0,0.0,0.0,27.7,32.1,24.9,16.1,40.7
Seletar,2023,19 Feb,0.0,0.0,0.0,0.0,27.7,32.4,25.1,17.2,37.0
Seletar,2023,20 Feb,1.8,0.8,0.8,0.8,26.7,30.6,24.6,13.6,37.0
Seletar,2023,21 Feb,0.0,0.0,0.0,0.0,27.1,30.8,24.0,18.0,38.9
Seletar,2023,22 Feb,0.0,0.0,0.0,0.0,27.2,30.6,25.0,16.1,38.9
Seletar,2023,23 Feb,0.0,0.0,0.0,0.0,27.5,31.6,24.9,16.4,35.2
Seletar,2023,24 Feb,0.0,0.0,0.0,0.0,27.8,31.9,25.2,17.7,40.7
Seletar,2023,25 Feb,0.0,0.0,0.0,0.0,27.2,32.2,24.0,16.0,37.0
Seletar,2023,26 Feb,2.4,2.0,2.2,2.4,27.1,31.6,24.3,21.1,48.2
Seletar,2023,27 Feb,0.8,0.6,0.6,0.8,26.7,30.3,24.6,15.7,53.7
Seletar,2023,28 Feb,143.0,19.4,32.4,58.6,24.8,27.5,22.0,8.8,46.3
Seletar,2023,1 Jan,0.0,0.0,0.0,0.0,27.0,30.4,24.8,10.8,27.8
Seletar,2023,2 Jan,0.0,0.0,0.0,0.0,27.5,31.6,24.5,11.7,33.3
Seletar,2023,3 Jan,1.2,1.2,1.2,1.2,27.6,32.1,25.1,10.8,35.2
Seletar,2023,4 Jan,0.0,0.0,0.0,0.0,26.6,29.5,24.6,11.9,38.9
Seletar,2023,5 Jan,9.2,7.4,8.0,9.2,26.8,31.8,24.7,6.5,35.2
Seletar,2023,6 Jan,0.0,0.0,0.0,0.0,28.3,33.1,25.5,8.2,33.3
Seletar,2023,7 Jan,0.6,0.6,0.6,0.6,27.8,32.0,25.5,8.1,27.8
Seletar,2023,8 Jan,0.0,0.0,0.0,0.0,28.2,33.1,25.3,8.3,37.0
Seletar,2023,9 Jan,0.0,0.0,0.0,0.0,27.5,33.0,25.2,7.6,29.6
Seletar,2023,10 Jan,0.0,0.0,0.0,0.0,27.4,31.4,25.1,7.4,27.8
Seletar,2023,11 Jan,3.6,2.2,3.6,3.6,25.9,30.3,24.4,5.9,48.2
Seletar,2023,12 Jan,0.0,0.0,0.0,0.0,27.3,32.6,23.7,7.9,31.5
Seletar,2023,13 Jan,12.2,11.8,11.8,12.0,26.8,31.8,25.3,5.5,29.6
Seletar,2023,14 Jan,6.2,3.2,4.6,5.8,26.7,32.3,24.4,5.0,40.7
Seletar,2023,15 Jan,0.0,0.0,0.0,0.0,27.4,32.2,24.4,5.2,25.9
Seletar,2023,16 Jan,0.0,0.0,0.0,0.0,27.5,31.2,24.8,11.4,37.0
Seletar,2023,17 Jan,0.0,0.0,0.0,0.0,28.1,32.6,25.3,15.7,35.2
Seletar,2023,18 Jan,0.0,0.0,0.0,0.0,27.3,31.8,25.3,16.1,42.6
Seletar,2023,19 Jan,4.0,1.8,1.8,2.2,26.3,30.1,24.9,11.3,55.6
Seletar,2023,20 Jan,14.0,4.2,4.8,7.8,25.9,28.5,24.4,9.2,44.4
Seletar,2023,21 Jan,0.0,0.0,0.8,1.0,27.4,32.0,25.0,12.0,37.0
Seletar,2023,22 Jan,24.6,9.4,11.2,17.2,26.1,30.6,24.8,7.3,38.9
Seletar,2023,23 Jan,12.2,6.4,8.0,8.8,25.4,27.4,24.0,4.7,22.2
Seletar,2023,24 Jan,36.0,2.6,5.0,8.8,23.9,24.7,22.8,5.5,29.6
Seletar,2023,25 Jan,25.8,9.6,12.8,14.2,23.9,25.2,23.2,8.3,35.2
Seletar,2023,26 Jan,4.2,1.4,2.2,2.8,24.8,27.3,22.9,7.2,31.5
Seletar,2023,27 Jan,0.0,0.0,0.0,0.0,26.9,31.7,23.6,9.3,31.5
Seletar,2023,28 Jan,6.8,1.4,2.2,3.4,24.4,25.2,23.7,10.3,33.3
Seletar,2023,29 Jan,10.0,2.0,3.8,5.8,24.4,25.9,23.1,18.6,48.2
Seletar,2023,30 Jan,4.6,2.8,3.6,3.8,25.6,28.5,23.9,16.1,46.3
Seletar,2023,31 Jan,2.8,1.0,1.4,2.0,25.1,26.9,24.3,10.8,37.0
Seletar,2022,1 Dec,36.0,15.4,20.2,32.4,25.8,30.7,23.9,4.4,31.5
Seletar,2022,2 Dec,28.4,24.2,26.2,27.2,25.9,29.3,23.5,4.7,37.0
Seletar,2022,3 Dec,0.2,0.2,0.2,0.2,27.2,31.4,23.4,6.6,38.9
Seletar,2022,4 Dec,28.8,15.8,17.0,19.4,26.8,30.1,23.5,4.3,33.3
Seletar,2022,5 Dec,4.4,2.8,3.4,4.2,26.3,30.3,23.8,4.6,29.6
Seletar,2022,6 Dec,5.0,4.6,5.0,5.0,26.6,32.2,23.8,4.1,31.5
